Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"1320 N ARTESIAN AVE, CHICAGO, IL",-87.6886529,41.9055034,60622,A-HD,16012200400000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,34708,41795,417950,6300,28581,34881,6300,28581,34881,2013,77,535,CITY,77001,30,1320,N,ARTESIAN ,AVE,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,122,3942,3150,     ,        ,0,1,9/1/2002,390000,0,0,                  ,,0,,0,0,     
"2441 W THOMAS ST, CHICAGO, IL",-87.6886339,41.9009861,60622,A-HD,16014110080000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,37153,43849,438490,5952,30094,36046,5952,30094,36046,2013,77,536,CITY,77001,30,2441,W,THOMAS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,134,4302,2976,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2438 W DIVISION ST, CHICAGO, IL",-87.6886209,41.9032543,60622,A-HD,16012280440000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7031,33149,40180,401800,6250,26050,32300,6250,26050,32300,2013,77,535,CITY,77058,30,2438,W,DIVISION ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,129,3432,3125,     ,        ,0,1,9/1/2007,400000,1,110066,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,41129,40180,10/19/2015
"1310 N ARTESIAN AVE, CHICAGO, IL",-87.6886175,41.9052329,60622,A-HD,16012200440000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,34474,41561,415610,6300,29920,36220,6300,29920,36220,2013,77,535,CITY,77001,30,1310,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,122,4536,3150,     ,        ,0,2,9/1/2003,525000,1,108295,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,46337,44890,10/19/2015
"1224 N ARTESIAN AVE, CHICAGO, IL",-87.6885991,41.9038275,60622,A-HD,16012280310000,211,"Two to Six Apartments, Over 62 Years                                                         ",6804,34908,41712,417120,6048,27900,33948,6048,27900,33948,2013,77,535,CITY,77001,30,1224,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,3537,3024,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1246 N ARTESIAN AVE, CHICAGO, IL",-87.6885925,41.9044342,60622,A-HD,16012280220000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,41299,48386,483860,6300,31341,37641,6300,31341,37641,2013,77,535,CITY,77001,30,1246,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,127,4884,3150,     ,        ,0,1,11/1/2012,525000,0,0,                  ,,0,,0,0,     
"1252 N ARTESIAN AVE, CHICAGO, IL",-87.6885673,41.9045717,60622,A-HD,16012280200000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,43596,50683,506830,6300,29645,35945,6300,29645,35945,2013,77,535,CITY,77001,30,1252,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,1,Full and Formal Rec. Room,None,1,0, ,127,4818,3150,     ,        ,0,1,11/1/2005,769000,0,0,                  ,,0,,0,0,     
"1226 N ARTESIAN AVE, CHICAGO, IL",-87.6885579,41.9038922,60622,A-HD,16012280300000,211,"Two to Six Apartments, Over 62 Years                                                         ",6804,31755,38559,385590,6048,27168,33216,6048,27168,33216,2013,77,535,CITY,77001,30,1226,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame     ,3,0,Full and Apartment,None,2,0,1 Car Detached,127,4156,3024,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2438 W HADDON AVE, CHICAGO, IL",-87.6885548,41.9022678,60622,A-HD,16014030200000,211,"Two to Six Apartments, Over 62 Years                                                         ",8100,29030,37130,371300,7200,24359,31559,7200,24359,31559,2013,77,536,CITY,77001,30,2438,W,HADDON ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Formal Rec. Room,None,2,0,2 Cars Detached,107,2316,3600,     ,        ,0,1,3/1/2006,570000,0,0,                  ,,0,,0,0,     
"1244 N ARTESIAN AVE, CHICAGO, IL",-87.6885424,41.9043655,60622,A-HD,16012280230000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,34998,42085,420850,6300,25966,32266,6300,25966,32266,2013,77,535,CITY,77001,30,1244,N,ARTESIAN ,AVE,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,127,3243,3150,     ,        ,0,1,2/1/2002,300000,0,0,                  ,,0,,0,0,     
"1306 N ARTESIAN AVE, CHICAGO, IL",-87.6885326,41.9050945,60622,A-HD,16012200460000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,28760,35847,358470,6300,23549,29849,6300,23549,29849,2013,77,535,CITY,77001,30,1306,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,122,2394,3150,     ,        ,0,2,1/18/1995,45000,0,0,                  ,,0,,0,0,     
"2436 W DIVISION ST, CHICAGO, IL",-87.6885277,41.9032666,60622,A-HD,16012280450000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7031,41592,48623,486230,6250,29932,36182,6250,29932,36182,2013,77,535,CITY,77050,30,2436,W,DIVISION ,ST, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Partial and Unfinished, ,2,0,1 1/2 Car Detached,126,5474,3125,     ,        ,0,2,3/1/2004,540000,0,0,                  ,,0,,0,0,     
"2436 W HADDON AVE, CHICAGO, IL",-87.688441,41.9022711,60622,A-HD,16014030210000,211,"Two to Six Apartments, Over 62 Years                                                         ",8100,32226,40326,403260,7200,27552,34752,7200,27552,34752,2013,77,536,CITY,77001,30,2436,W,HADDON ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0, ,107,3189,3600,     ,        ,0,1,10/8/1991,106000,0,0,                  ,,0,,0,0,     
"2434 W DIVISION ST, CHICAGO, IL",-87.6884299,41.9032419,60622,A-HD,16012280460000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7031,33867,40898,408980,6250,24230,30480,6250,24230,30480,2013,77,535,CITY,77050,30,2434,W,DIVISION ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,1,0, ,124,3350,3125,     ,        ,0,1,6/1/2012,400000,0,0,                  ,,0,,0,0,     
"2435 W THOMAS ST, CHICAGO, IL",-87.6883691,41.9009385,60622,A-HD,16014110110000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,38517,45213,452130,5952,32725,38677,5952,32725,38677,2013,77,536,CITY,77001,30,2435,W,THOMAS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,108,5184,2976,     ,        ,0,0,     ,0,1,6099387,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,49100,49100,10/19/2015
"2432 W CORTEZ ST, CHICAGO, IL",-87.6883552,41.9004486,60622,A-HD,16014110290000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,39025,45721,457210,6026,39025,45051,6026,39025,45051,2013,77,536,CITY,77001,30,2432,W,CORTEZ ,ST, ,CHICAGO,             ,Multi Family  ,0,0,        ,0,0, , ,0,0, ,23,0,2976,     ,        ,0,1,10/1/2002,625000,1,106602,Appeal Review Complete       ,Assessed Value Not Adjusted,49,Assessed Value Not Adjusted,45721,45721,12/4/2015
"2432 W HADDON AVE, CHICAGO, IL",-87.6883363,41.9022725,60622,A-HD,16014030220000,211,"Two to Six Apartments, Over 62 Years                                                         ",8100,31376,39476,394760,7200,25524,32724,7200,26743,33943,2013,77,536,CITY,77001,30,2432,W,HADDON ,AVE,1,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0,2 Cars Detached,107,3242,3600,     ,        ,0,1,1/1/2003,360000,1,108291,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,41840,39476,10/19/2015
"2525 W CORTEZ ST, CHICAGO, IL",-87.6882682,41.9009803,60622,A-HD,16014140120000,211,"Two to Six Apartments, Over 62 Years                                                         ",8370,28757,37127,371270,7440,24972,32412,7440,24972,32412,2013,77,536,CITY,77001,30,2525,W,CORTEZ ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,112,2378,3720,     ,        ,0,1,7/1/2004,420000,0,0,                  ,,0,,0,0,     
"2525 W CORTEZ ST, CHICAGO, IL",-87.6882682,41.9009803,60622,A-HD,16014110120000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,36410,43106,431060,5952,31156,37108,5952,31156,37108,2013,77,536,CITY,77001,30,2525,W,CORTEZ ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Slab and Unfinished,None,2,0, ,135,1898,2976,     ,        ,0,1,10/1/2002,271000,0,0,                  ,,0,,0,0,     
"2429 W DIVISION ST, CHICAGO, IL",-87.6882369,41.9027386,60622,A-HD,16014030060000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6480,42115,48595,485950,5760,31144,36904,5760,31144,36904,2013,77,536,CITY,77050,30,2429,W,DIVISION ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,5,1,Partial and Unfinished, ,2,0, ,109,6147,2880,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2429 W HADDON AVE, CHICAGO, IL",-87.6882166,41.9018556,60622,A-HD,16014070130000,211,"Two to Six Apartments, Over 62 Years                                                         ",6480,33321,39801,398010,5760,25884,31644,5760,25884,31644,2013,77,536,CITY,77001,30,2429,W,HADDON ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Formal Rec. Room,None,1,0, ,9,3528,2880,     ,        ,0,1,10/1/2007,420000,1,106887,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,47246,39801,12/4/2015
"2427 W DIVISION ST, CHICAGO, IL",-87.6881578,41.902707,60622,A-HD,16014030070000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6480,42616,49096,490960,5760,31425,37185,5760,31425,37185,2013,77,536,CITY,77050,30,2427,W,DIVISION ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,5,1,Partial and Unfinished, ,2,0,1 1/2 Car Detached,111,6267,2880,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2426 W HADDON AVE, CHICAGO, IL",-87.6881141,41.9022727,60622,A-HD,16014030240000,211,"Two to Six Apartments, Over 62 Years                                                         ",8100,27736,35836,358360,7200,24645,31845,7200,24645,31845,2013,77,536,CITY,77001,30,2426,W,HADDON ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,107,2316,3600,     ,        ,0,1,8/1/2003,200000,1,6099386,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,35836,35836,10/19/2015
"2427 W CORTEZ ST, CHICAGO, IL",-87.6880825,41.9000762,60622,A-HD,16014150130000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,38400,45096,450960,5952,22616,28568,5952,22616,28568,2013,77,536,CITY,77001,30,2427,W,CORTEZ ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,117,2226,2976,     ,        ,0,1,4/1/2013,484000,1,6080916,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,45096,45096,10/19/2015
"1311 N ARTESIAN AVE, CHICAGO, IL",-87.6880801,41.9052385,60622,A-HD,16012210190000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,31553,38640,386400,6300,26790,33090,6300,26790,33090,2013,77,535,CITY,77001,30,1311,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,112,2988,3150,     ,        ,0,1,9/1/2002,384569,0,0,                  ,,0,,0,0,     
"1331 N ARTESIAN AVE, CHICAGO, IL",-87.6880766,41.9057663,60622,A-HD,16012210120000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,32828,39915,399150,6300,27946,34246,6300,27946,34246,2013,77,535,CITY,77001,30,1331,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,132,3034,3150,     ,        ,0,1,9/10/1993,75000,0,0,                  ,,0,,0,0,     
"1341 N ARTESIAN AVE, CHICAGO, IL",-87.6880746,41.9060548,60622,A-HD,16012210080000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,32068,39155,391550,6300,27159,33459,6300,27159,33459,2013,77,535,CITY,77001,30,1341,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0, ,122,3149,3150,     ,        ,0,1,7/1/2014,350000,0,0,                  ,,0,,0,0,     
"1323 N ARTESIAN AVE, CHICAGO, IL",-87.6880712,41.90556,60622,A-HD,16012210140000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,40401,47488,474880,6300,31087,37387,6300,31087,37387,2013,77,535,CITY,77001,30,1323,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,112,3576,3150,     ,        ,0,1,4/3/1996,115000,0,0,                  ,,0,,0,0,     
"1309 N ARTESIAN AVE, CHICAGO, IL",-87.6880653,41.9051667,60622,A-HD,16012210200000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,36761,43848,438480,6300,29666,35966,6300,29666,35966,2013,77,535,CITY,77001,30,1309,N,ARTESIAN ,AVE,1,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished, ,2,0,3 Cars Detached,132,3399,3150,     ,        ,0,2,11/9/1990,105000,0,0,                  ,,0,,0,0,     
"1307 N ARTESIAN AVE, CHICAGO, IL",-87.6880524,41.9050943,60622,A-HD,16012210210000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,42934,50021,500210,6300,29952,36252,6300,29952,36252,2013,77,535,CITY,77001,30,1307,N,ARTESIAN ,AVE,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,94,3864,3150,     ,        ,0,1,11/1/2014,500000,0,0,                  ,,0,,0,0,     
"1239 N ARTESIAN AVE, CHICAGO, IL",-87.688047,41.9042331,60622,A-HD,16012290070000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,34470,41557,415570,6300,24869,31169,6300,24869,31169,2013,77,535,CITY,77001,30,1239,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame/Masonry ,3,0,Slab and Unfinished,None,2,0, ,104,1452,3150,     ,        ,0,1,9/1/2004,300000,0,0,                  ,,0,,0,0,     
"2425 W HADDON AVE, CHICAGO, IL",-87.688039,41.9018772,60622,A-HD,16014070150000,211,"Two to Six Apartments, Over 62 Years                                                         ",6480,29297,35777,357770,5760,22429,28189,5760,22429,28189,2013,77,536,CITY,77001,30,2425,W,HADDON ,AVE, ,CHICAGO,1.5 - 1.9        ,Multi Family  ,2,0,Masonry    ,3,0,Full and Apartment,Full and Living Area,2,0, ,130,2386,2880,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1321 N ARTESIAN AVE, CHICAGO, IL",-87.688038,41.9055126,60622,A-HD,16012210150000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,27925,35012,350120,6300,21049,27349,6300,21049,27349,2013,77,535,CITY,77001,30,1321,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,4,3,Full and Unfinished,None,2,0, ,122,1932,3150,     ,        ,0,1,12/1/1997,140000,0,0,                  ,,0,,0,0,     
"1235 N ARTESIAN AVE, CHICAGO, IL",-87.688031,41.9040945,60622,A-HD,16012290090000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,32477,39564,395640,6300,16907,23207,6300,25613,31913,2013,77,535,CITY,77001,30,1235,N,ARTESIAN ,AVE,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Craw and Formal Rec. Room, ,1,0, ,119,2758,3150,     ,        ,0,1,7/1/1998,210000,0,0,                  ,,0,,0,0,     
"1251 N ARTESIAN AVE, CHICAGO, IL",-87.6880286,41.9045731,60622,A-HD,16012290020000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,31811,38898,388980,6300,25401,31701,6300,25401,31701,2013,77,535,CITY,77001,30,1251,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0, ,117,2750,3150,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1247 N ARTESIAN AVE, CHICAGO, IL",-87.6880236,41.9044386,60622,A-HD,16012290040000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,35501,42588,425880,6300,22931,29231,6300,22931,29231,2013,77,535,CITY,77001,30,1247,N,ARTESIAN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Detached,112,2200,3150,     ,        ,0,1,11/1/2014,436000,0,0,                  ,,0,,0,0,     
"1257 N ARTESIAN AVE, CHICAGO, IL",-87.6880216,41.904635,60622,A-HD,16012290010000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",9921,56923,66844,668440,9922,43694,53616,9922,43694,53616,2013,77,535,CITY,77001,30,1257,N,ARTESIAN ,AVE, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,127,0,6300,0,0,0,1,3/27/1998,138000,1,104918,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,66844,66844,10/19/2015
"2424 W HADDON AVE, CHICAGO, IL",-87.6880038,41.9022728,60622,A-HD,16014030250000,211,"Two to Six Apartments, Over 62 Years                                                         ",8100,33525,41625,416250,7200,28670,35870,7200,28670,35870,2013,77,536,CITY,77001,30,2424,W,HADDON ,AVE,2,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0,2 Cars Detached,107,3184,3600,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2424 W CORTEZ ST, CHICAGO, IL",-87.6880029,41.9005083,60622,A-HD,16014110330000,211,"Two to Six Apartments, Over 62 Years                                                         ",6696,41603,48299,482990,5952,32363,38315,5952,32363,38315,2013,77,536,CITY,77001,30,2424,W,CORTEZ ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,126,4893,2976,     ,        ,0,2,2/1/2005,650000,1,110637,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,48299,48299,10/19/2015
"1249 N ARTESIAN AVE, CHICAGO, IL",-87.6879873,41.904508,60622,A-HD,16012290030000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,42060,49147,491470,6300,26762,33062,6300,26762,33062,2013,77,535,CITY,77001,30,1249,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0,2 Cars Detached,107,4536,3150,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1241 N ARTESIAN AVE, CHICAGO, IL",-87.6879483,41.9042963,60622,A-HD,16012290060000,211,"Two to Six Apartments, Over 62 Years                                                         ",7087,42905,49992,499920,6300,29736,36036,6300,29736,36036,2013,77,535,CITY,77001,30,1241,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,100,5226,3150,     ,        ,0,2,12/1/2013,620000,1,98161,Appeal Review Complete       ,Assessed Value Not Adjusted,27,Assessed Value Not Adjusted,59396,59396,12/4/2015
"1329 N ARTESIAN AVE, CHICAGO, IL",-87.6878039,41.9056806,60622,A-HD,16012210130000,211,"Two to Six Apartments, Over 62 Years                                                         ",13608,43321,56929,569290,12096,34893,46989,12096,34893,46989,2013,77,535,CITY,77001,30,1329,N,ARTESIAN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,2,0,Masonry    ,3,0,Full and Unfinished,None,1,0, ,122,3414,6048,     ,        ,0,1,2/1/2000,310000,0,0,                  ,,0,,0,0,     
"1336 N WESTERN AVE, CHICAGO, IL",-87.6875034,41.9059238,60622,A-HD,16012210320000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,33931,40062,400620,5450,27217,32667,5450,27217,32667,2013,77,535,CITY,77050,30,1336,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,3,2,Partial and Unfinished,None,2,0,2 Cars Attached,124,4480,2725,     ,        ,0,1,12/1/2010,225000,1,109482,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,44207,40062,12/4/2015
"1352 N WESTERN AVE, CHICAGO, IL",-87.687488,41.906397,60622,A-HD,16012210260000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,41738,47869,478690,5450,30311,35761,5450,30311,35761,2013,77,535,CITY,77058,30,1352,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,1,Slab and Unfinished,None,2,0, ,124,6030,2725,     ,        ,0,2,2/1/2008,750000,0,0,                  ,,0,,0,0,     
"1300 N WESTERN AVE, CHICAGO, IL",-87.6874713,41.9049618,60622,A-HD,16012210460000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,38585,44716,447160,5450,29295,34745,5450,29295,34745,2013,77,535,CITY,77058,30,1300,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished,None,2,0, ,124,5476,2725,     ,        ,0,1,8/1/2008,502500,0,0,                  ,,0,,0,0,     
"1356 N WESTERN AVE, CHICAGO, IL",-87.6874659,41.9064773,60622,A-HD,16012210250000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,41722,47853,478530,5450,30810,36260,5450,30810,36260,2013,77,535,CITY,77058,30,1356,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,1,Partial and Unfinished,None,2,0, ,120,5544,2725,     ,        ,0,1,7/1/1999,252000,0,0,                  ,,0,,0,0,     
"1340 N WESTERN AVE, CHICAGO, IL",-87.6874592,41.906062,60622,A-HD,16012210300000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,36530,42661,426610,5450,28374,33824,5450,28374,33824,2013,77,535,CITY,77050,30,1340,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,124,4488,2725,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1308 N WESTERN AVE, CHICAGO, IL",-87.687446,41.9051765,60622,A-HD,16012210430000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,41570,47701,477010,5450,30756,36206,5450,30756,36206,2013,77,535,CITY,77050,30,1308,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,1,Partial and Unfinished, ,2,0, ,114,5418,2725,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1326 N WESTERN AVE, CHICAGO, IL",-87.6874169,41.9056481,60622,A-HD,16012210360000,211,"Two to Six Apartments, Over 62 Years                                                         ",5886,34547,40433,404330,5232,25642,30874,5232,25642,30874,2013,77,535,CITY,77050,30,1326,N,WESTERN ,AVE,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,121,3234,2616,     ,        ,0,1,7/13/1990,65000,0,0,                  ,,0,,0,0,     
"1304 N WESTERN AVE, CHICAGO, IL",-87.6873808,41.9050334,60622,A-HD,16012210450000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,46105,52236,522360,5450,31828,37278,5450,31828,37278,2013,77,535,CITY,77050,30,1304,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,0,Partial and Unfinished,None,2,0, ,119,4065,2725,     ,        ,0,1,9/1/2011,476187,1,104867,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,52236,52236,10/19/2015
"1306 N WESTERN AVE, CHICAGO, IL",-87.6873801,41.9051125,60622,A-HD,16012210440000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,38247,44378,443780,5450,31849,37299,5450,31849,37299,2013,77,535,CITY,77050,30,1306,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,4,0,Partial and Formal Rec. Room,None,1,0,3 Cars Detached,119,4065,2725,     ,        ,0,1,9/1/2011,373813,1,104865,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,48154,44378,10/19/2015
"1316 N WESTERN AVE, CHICAGO, IL",-87.6873694,41.9053746,60622,A-HD,16012210400000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6131,42779,48910,489100,5450,31203,36653,5450,31203,36653,2013,77,535,CITY,77050,30,1316,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,0,Full and Unfinished,None,2,0, ,117,6015,2725,     ,        ,0,2,9/1/2015,815000,0,0,                  ,,0,,0,0,     
